repository,month,commits,lines_changed,merge_commits
openai/tart-guest-agent,2025-06,3,475,0
openai/tart-guest-agent,2025-07,4,197,0
openai/tart-guest-agent,2025-08,3,236,0
openai/tart-guest-agent,2025-09,2,44,0
openai/tart-guest-agent,2025-10,2,42,0
openai/tart-guest-agent,2025-11,2,66,0
openai/tart-guest-agent,2025-12,4,49,0
openai/tart-guest-agent,2026-01,3,43,0
openai/tart-guest-agent,2026-02,2,52,0
openai/tart-guest-agent,2026-03,2,32,0
openai/tart-guest-agent,2026-05,2,238,0
openai/tart-guest-agent,2026-07,2,278,0
openai/tart-guest-agent,2026-08,7,1726,0
openai/teen-safety-policy-pack,2026-03,39,3391,3
openai/ten-proofs,2026-08,1,550770,0
openai/terraform-provider-openai,2026-06,8,23966,3
openai/terraform-provider-openai,2026-07,41,6808,2
openai/terraform-provider-openai,2026-08,25,8257,0
openai/tiktoken,2025-02,6,672,0
openai/tiktoken,2025-03,1,38,0
openai/tiktoken,2025-08,4,335,0
openai/tiktoken,2025-09,4,97,0
openai/tiktoken,2025-10,1,15,0
openai/tiktoken,2026-02,2,170,0
openai/tiktoken,2026-03,1,20,0
openai/tiktoken,2026-05,2,20,0
openai/tiktoken,2026-08,7,60,0
openai/transformer-debugger,2026-04,3,12,1
openai/tunnel-client,2025-12,12,16019,0
openai/tunnel-client,2026-01,53,17562,0
openai/tunnel-client,2026-02,25,21570,0
openai/tunnel-client,2026-03,8,1529,1
openai/tunnel-client,2026-04,73,41169,0
openai/tunnel-client,2026-05,50,16427,0
openai/tunnel-client,2026-06,42,10975,0
openai/tunnel-client,2026-07,127,85856,0
openai/tunnel-client,2026-08,94,449592,0
openai/vetu,2025-01,2,24,0
openai/vetu,2025-03,24,434,0
openai/vetu,2025-04,4,82,0
openai/vetu,2025-05,2,48,0
openai/vetu,2025-06,4,42,0
openai/vetu,2025-07,6,155,0
openai/vetu,2025-08,3,75,0
openai/vetu,2025-09,4,107,0
openai/vetu,2025-10,6,127,0
openai/vetu,2025-11,3,137,0
openai/vetu,2025-12,4,81,0
openai/vetu,2026-01,3,64,0
openai/vetu,2026-02,6,226,0
openai/vetu,2026-03,4,272,0
openai/vetu,2026-06,1,150,0
openai/whisper,2025-01,4,144,0
openai/whisper,2025-05,4,29,0
openai/whisper,2025-06,8,78,0
openai/whisper,2026-03,1,18,0
openai/whisper,2026-04,1,8,0
openai/whisper,2026-07,2,20,0
openai/whisper,2026-08,1,14,0
